id,parsedContent
a39409 ,기부 여자 한 품다 오뉴월 서리 내리다 하다 
a39410 ,기부 비오다 것 좋다 바람 불다 덥다 죽다 
a39411 ,기부 덥다 하다 비 오다 기다리다 소나기 3초 정도 내리다 침 당황 
a39412 ,기부 지구 인간 병균 
a39413 ,기부 올해 장마 이러다 
a39414 ,기부 지구 미안 
a39415 ,기부 후손 하다 
a39416 ,기부 걱정 
a39417 ,중립 한파 대비 난방 하다 준비 되다 나라 영상 10도 희생 
a39418 ,중립 지금 대만 엔 없다 모양 이상 기온 기후 변화 대비 철저 
a39419 ,중립 생사 넘나들다 곰 인간 이상 고온 앞당기다 것 알다 
a39420 ,중립 바다 나 먹거리 먹다 
a39421 ,중립 2000년 동안 일 없다 최근 5년 동안 사막 눈 오다 이러다 거 
a39422 ,중립 이상 기온 일시 것 같다 
a39423 ,중립 근디 11도 61도 되다 것 말 
a39424 ,중립 3월 눈 이거 처음 
a39425 ,중립 2월 덥다 3월 눈 오다 것 상식 알다 
a39426 ,중립 이상 기온 엘니뇨 때문 
a39427 ,중립 뉴욕 2월 25도 
a39428 ,중립 5월 우박 
a39429 ,중립 요즘 날씨 종잡다 수 없다 
a39430 ,중립 덥다 춥다 우박 
a39431 ,중립 차유리 깨지다 줄 
a39432 ,중립 날씨 이상 기후 심하다 
a39433 ,중립 우박 여름 내리다 때 있다 
a39434 ,중립 서울 날씨 보다 우박 폭포수 쏟아지다 내리다 
a39435 ,중립 장마 우박 옴 보다 우박 오다 거 
a39436 ,중립 기상이변 
a39437 ,중립 겁나다 춥다 깜놀 계절 없다 정도 오다 가다 
a39438 ,중립 나라 이상 날씨 이상 
a39439 ,중립 북극 빙 빠르다 속도 녹다 겨울 한파 여름 등 기후 이상 심화 
a39440 ,중립 동남아 날씨 스콜 오다 습하다 덥다 우기다 여름 겨울 봄 가을 눈깜빡하다 지나가다 
a39441 ,중립 여기 태국 뭐 동남아 오다 기분 
a39442 ,중립 중국 전체 우리 나라 발전 다면 지구 멸망 하다 
a39443 ,중립 지구 것 춥다 덥다 그러다 
a39444 ,중립 뒤 한국 길다 여름 짧다 겨울 남다 
a39445 ,중립 한번 쏟아지다 습 높다 것 동남아 날씨 똑같다 짐 
a39446 ,중립 봄 없다 
a39447 ,중립 미세먼지 때문 중국 때문 미세먼지 때문 기온 올라가다 5월 저기압 만나다 천둥 번개 비 내리다 것 
a39448 ,중립 장마철 것 후텁지근하다 비 오다 습하다 
a39449 ,중립 퇴근 브라자 젖다 성 급하다 화장실 가성 벗 어성 지하철 타다 
a39450 ,중립 게릴라 호우 전 그러다 심하다 것 
a39451 ,중립 만 수 걸치다 일어나다 변화 일어나다 것 인간 때문 
a39452 ,중립 분석 대다 온난 
a39453 ,중립 비 퍼붓다 것 처음 
a39454 ,중립 봄 가을 짧아지다 없다 느낌 
a39455 ,중립 건기 우기 남다 느낌 
a39456 ,중립 겨울 춥다 온난 따뜻하다 온난 비 오다 온난화 묻다 온난화 
a39457 ,중립 아열대 기후 바뀌다 중 우리 다음 세대 여름 있다 듯 
a39458 ,중립 빙하 녹 때 예견 되다 일 무엇 10년 뒤 여름 평균 온도 37도 되다 듯 
a39459 ,중립 집 눅눅하다 
a39460 ,중립 집 눅다 보일러 틀다 되다 
a39461 ,중립 봄 가을 옷 살다 지 되다 듯 
a39462 ,황홀 벚꽃 딩 좋다 
a39463 ,황홀 코트 입다 좋다 
a39464 ,황홀 겨울 되다 거 같다 기분 좋다 
a39465 ,황홀 겨울 오다 좋다 
a39466 ,황홀 춥다 넘다 좋다 
a39467 ,황홀 춥다 미세먼지 없다 좋다 
a39468 ,황홀 열대 여름 생각 지금 낫다 긍정 생각 
a39469 ,황홀 덥다 것 이것 나다 
a39470 ,황홀 춥다 먼지 없다 좋다 
a39471 ,황홀 오늘 하루 종일 춥다 덥다 거 낫다 
a39472 ,황홀 춥다 공기 좋다 스트레스 없다 좋다 
a39473 ,황홀 덥다 땀 나다 거 낫다 나름 행복 
a39474 ,황홀 춥다 공기 맑다 좋다 
a39475 ,황홀 롱 패딩 늦다 사다 입다 입다 
a39476 ,황홀 춥다 오늘 있다 지나다 따듯하다 것 
a39477 ,황홀 꾸다 잼 벚꽃 축제 망하다 
a39478 ,황홀 눈 오다 같다 
a39479 ,황홀 기온 영하 3도 
a39480 ,기대 빙판길 출근 조심 좋다 
a39481 ,기대 날씨 건강 챙기다 
a39482 ,기대 따뜻하다 여름 오다 좋다 
a39483 ,기대 담주 따뜻하다 행복 거 같다 
a39484 ,기대 따뜻하다 먹다 
a39485 ,기대 춥다 되다 바람 불다 좋다 
a39486 ,기대 옷 얇다 입다 나오다 누구 패딩 빌리다 좋다 감사 
a39487 ,기대 내다 외출 분 두툼하다 옷 입다 되다 
a39488 ,기대 춥다 어떡하다 
a39489 ,기대 고양이 너 따뜻하다 자다 좋다 
a39490 ,기대 진지하다 패딩 꺼내다 입다 좋다 거 같다 
a39491 ,기대 담주 날씨 되다 기대 
a39492 ,기대 춥다 농작물 피해 걱정 
a39493 ,기대 농부 여러분 힘내다 
a39494 ,기대 양아 조금 힘내다 
a39495 ,기대 감기 조심 
a39496 ,기대 지난주 반팔 입다 나오다 패딩 입다 나오다 날씨 놀랍다 
a39497 ,전라도 광주 함박눈 내리다 일 워 신기하다 
a39498 ,눈 오다 4월 눈 오다 신기하다 하다 무섭다 
a39499 ,날 일 분 존경 
a39500 ,눈 오다 개신 기하다 
a39501 ,진심 날씨 대단하다 
a39502 ,시원하다 넘다 행보 
a39503 ,날씨 경이 
a39504 ,놀라다 신기하다 
a39505 ,날씨 
a39506 ,안 사계절 체감 수 있다 나라 있다 나오다 하다 우리 나라 놀러오다 욤 
a39507 ,4월 나 차 눈 쌓이다 것 보다 웃다 
a39508 ,전국 많다 가장 날씨 데 일 힘들다 존경 여 
a39509 ,날씨 일 아빠 존경 
a39510 ,춥다 반팔 입다 농구 사람 멋 잇다 
a39511 ,사이 봄여름가을겨울 사계절 만끽 
a39512 ,분노 봄꽃 피다 눈 말 미치다 
a39513 ,분노 저희 동네 눈 코트 입다 
a39514 ,분노 겨울 춥다 
a39515 ,분노 4월 날씨 정신 차리다 
a39516 ,분노 춥다 뒤지다 4월 날씨 이러다 
a39517 ,분노 반팔 입다 밖 눈 옴 
a39518 ,분노 올해 벚꽃 캐다 망 
a39519 ,분노 ㅈ ㄴ 춥다 겨울옷 꺼내다 입다 
a39520 ,분노 날씨 미치다 
a39521 ,분노 날씨 개떡 같다 
a39522 ,분노 하필 꽃피다 시기 비오다 바람 불다 추위 오다 벚꽃 
a39523 ,분노 날씨 미치다 거 틈 춥다 덥다 
a39524 ,분노 이것 봄 날씨 미치다 
a39525 ,분노 날씨 제정신 
a39526 ,분노 아침 입다 ㅅ ㅂ 저녁 춥다 
a39527 ,분노 날씨 미치다 
a39528 ,분노 스펙타클하다 대한민국 상황 대변 미치다 기상 
a39529 ,분노 날씨 여름 지랄 염병 떨다 
a39530 ,분노 봄 최악 
a39531 ,분노 겨울옷 정리 날씨 변덕 부리다 줄 
a39532 ,분노 중간 없다 담주 봄 젼 나 덥다 듯 
a39533 ,려 전주 눈 오다 앞 벚꽃 피다 
a39534 ,려 춥다 죽다 줄 
a39535 ,려 패딩 날씨 무섭다 
a39536 ,려 4월 날씨 따위 이것 천륜 도리 어긋나다 날씨 
a39537 ,려 춥다 무섭다 
a39538 ,려 가죽 자켓 입다 나가다 입 돌아가다 줄 공포 자체 
a39539 ,려 똥폼 잡다 얼다 디지다 
a39540 ,려 1월 달 영하 17도 때 체감 춥다 밖 나가다 무섭다 
a39541 ,려 춥다 칼바람 나가다 두렵다 
a39542 ,려 3월 말 덥다 이상 기온 춥다 이상 기온 날씨 무섭다 밖 표현 하다 
a39543 ,려 계절 군대 겨울 여름 무섭다 
a39544 ,려 봄 춥다 뒈지다 줄 
a39545 ,려 오늘 오토바이 타다 데 얼다 데 지다 줄 
a39546 ,려 하늘 노하다 
a39547 ,려 춥다 뒈지다 
a39548 ,려 겨울 코트 입다 나가다 춥다 죽다 줄 웬만하다 겨울 춥다 
a39549 ,기부 벚꽃 떨어지다 눈 오다 기상이변 맞다 
a39550 ,기부 서울 
a39551 ,기부 애기 겨울옷 넣다 꺼내다 
a39552 ,기부 겨울 춥다 
a39553 ,기부 장깐 나가다 목감기 ㄷ 
a39554 ,기부 경량 패딩 
a39555 ,기부 것 봄 봄 
a39556 ,기부 패딩 꺼내다 
a39557 ,기부 춥다 쌀쌀하다 요새 4월 초 
a39558 ,기부 눈 오다 개 춥다 
a39559 ,기부 4월 겨울옷 정리 되다 거 
a39560 ,기부 어제 벚꽃 구경 충주 오다 눈 말 
a39561 ,기부 벚꽃 떨어지다 생기다 
a39562 ,기부 며칠 전 반팔 입다 다니다 패딩 입다 
a39563 ,기부 나 봄 돌려주다 
a39564 ,기부 겨울 이것 봄 바람 강력하다 
a39565 ,기부 눈 봄 따스하다 햇빛 있다 
a39566 ,중립 4월 주 봄 가을 겨울 느끼다 중 새벽 눈 오다 
a39567 ,중립 서울 밖 춥다 운동 나오다 패딩 입다 들어오다 
a39568 ,중립 요사이 사계절 느끼다 
a39569 ,중립 겨울 
a39570 ,중립 새벽 운동 가다 1월 느끼다 추위 느끼다 4월 날씨 
a39571 ,중립 점심 나가다 하다 코트 입다 되다 
a39572 ,중립 겨울 오다 거 같다 
a39573 ,중립 오늘 롱 패딩 입다 오바 
a39574 ,중립 아침 겨울 점심 여름 저녁 겨울 
a39575 ,중립 전 4월 패딩 입 정도 춥다 적 있다 
a39576 ,중립 겨울 줄 
a39577 ,중립 꽃샘추위 정도 이상 기후 맞다 듯 하다 
a39578 ,중립 말 꽃샘추위 
a39579 ,중립 꽃샘추위 3월 쓰다 말 4월 한참 봄 들어서다 시기 꽃샘추위 말 어울리다 
a39580 ,중립 날씨 이상 기후 표현 것 맞다 거 같다 
a39581 ,중립 3월 겨울 연장선 4월 봄 이번 반대 
a39582 ,중립 가디건 입다 나가다 춥다 패딩 꺼내다 입다 
a39583 ,중립 4월 눈 
a39584 ,중립 울다 애기 봄 소풍 취소 
a39585 ,중립 여기 진안 폭설 내리다 
a39586 ,중립 알다 것 이상 기후 현상 지구 온난 때문 
a39587 ,중립 만약 이맘때 대설 경보 발령 새롭다 기상이변 기록 되다 
a39588 ,중립 영하 도임 
a39589 ,중립 4월 달 눈 오다 
a39590 ,중립 난긴 패 입다 
a39591 ,중립 4월 영하 도임 
a39592 ,중립 세계 이상 기후 나타나다 
a39593 ,중립 현상 꽃샘추위 
a39594 ,중립 현상 일어나다 
a39595 ,중립 예전 4월 중순 눈 쌓이다 정도 눈 오다 
a39596 ,중립 저번 주 20도 올라가다 되다 0도 
a39597 ,중립 눈 오다 그것 함박눈 
a39598 ,중립 것 이상 저온 현상 거 
a39599 ,황홀 죽다 사람 비 보이다 
a39600 ,황홀 살찌다 데 찌기 하다 나 뭐 
a39601 ,황홀 사무실 시원하다 좋다 
a39602 ,황홀 대구 오늘 시원하다 하다 34도 
a39603 ,황홀 도서실 가다 책보 거기 시원하다 좋다 
a39604 ,황홀 냉장고 넣다 음료수 수박화채 만들다 먹다 시원하다 꿀맛 
a39605 ,황홀 요즘 회사 좋다 에어 콘 
a39606 ,황홀 배 에어컨 굳 굳 
a39607 ,황홀 덥다 때 마트 피신 가다 최고 
a39608 ,황홀 대구 도면 
a39609 ,황홀 여름 떠나다 때 알리다 귀뚜라미 소리 귀 
a39610 ,황홀 여름 덥다 소리 
a39611 ,황홀 낮 낯뜨겁다 
a39612 ,황홀 여기 시원하다 춥다 좁다 땅덩이 기온 제각각 
a39613 ,황홀 오늘 저녁 6시 넘다 덥다 
a39614 ,황홀 서울 촌놈 더위 피하다 방법 
a39615 ,기대 겨울 오다 
a39616 ,기대 서울 시원하다 함 오다 
a39617 ,기대 워터 파크 놀다 
a39618 ,기대 캐리비안 베이 내일 놀다 개꿀 
a39619 ,기대 시원하다 태풍 오다 좋다 
a39620 ,기대 여름 가다 좋다 
a39621 ,기대 가을 겨울 오다 좋다 ㅅ 
a39622 ,기대 내일 여행 가다 거 기대 
a39623 ,기대 여름 방학 말다 가을 방학 있다 좋다 
a39624 ,기대 덥다 에어컨 24시간 풀가동 하다 하루 파이팅 
a39625 ,기대 폭염 속 오늘 야외 일 우리 부모 자식 오늘 고맙다 죄송하다 응원 오늘 힘내다 
a39626 ,기대 온도 25도 넘어가다 학교 실외 활동 금지 법 만들다 좋다 
a39627 ,기대 여름 끝나다 시원하다 가을 오다 좋다 
a39628 ,기대 긴팔 입다 수 잇다 날씨 오다 좋다 
a39629 ,춥다 것 낫다 
a39630 ,파이팅 
a39631 ,힘내다 힘내다 힘내다 
a39632 ,여름 겨울 좋다 
a39633 ,이렇다 때 대관 령사 사람 부럽다 
a39634 ,무더위 속 건강 조심 
a39635 ,여름 덥다 것 맞추다 
a39636 ,더위 사막 소나기 사막 오아시스 
a39637 ,덥다 시기 처서 때 덥다 생각 살다 마인드 좋다 
a39638 ,덥다 서울 밤 날씨 나름 시원 느낌 들다 
a39639 ,덥다 거 맞추다 기상청 
a39640 ,마지막 더위 
a39641 ,덥다 일 분 존경 존경 존경 
a39642 ,저번 주다 밤 덥다 죽다 줄 알다 이번 주 밤 시원하다 
a39643 ,분노 춥다 껴입다 되다 덥다 것 답 없다 
a39644 ,분노 춥다 것 낫다 덥다 것 어떻다 감당 되다 
a39645 ,분노 열대 오래가다 
a39646 ,분노 누진세 폐지 하다 에어컨 싸다 팔다 중 하다 잡다 놈 
a39647 ,분노 아구찜 허구허다 날 찌다 
a39648 ,분노 우리 집 에어컨 없다 힘들다 올해 여름 
a39649 ,분노 말 하다 알다 찌다 거 
a39650 ,분노 찬물 샤워 하루 하다 모르다 짜증 나 
a39651 ,분노 서울 무엇 하다 덥다 화나다 시원하다 것 출퇴근 열차 풀다 가동 냉방기 
a39652 ,분노 여름 지치다 
a39653 ,분노 찌다 죽이다 이놈 날씨 
a39654 ,분노 덥다 덥다 
a39655 ,분노 비 오다 막막하다 덥다 
a39656 ,분노 대구 찌다 
a39657 ,분노 쪼개다 덥다 죽다 
a39658 ,분노 안산 덥다 
a39659 ,분노 살다 만 덥다 줄 여름 싫다 
a39660 ,분노 
a39661 ,분노 남부 폭염 보다 하다 욕 나오다 
a39662 ,분노 내 살다 살다 여름 같다 여름 만나다 실타 
a39663 ,분노 같다 기온 덥다 대중교통 에어컨 틀다 개갑 갑 
a39664 ,분노 7월 다르다 것 없다 더위 
a39665 ,분노 밖 위피 심정 아다 데 쳐먹다 쓰레기 쓰레기통 버리다 
a39666 ,분노 저렇다 몰리다 곳 덥다 생각 없다 것 
a39667 ,분노 비올 때 더위 덥다 
a39668 ,분노 춥다 것 덥다 거 낫다 건개 개 짜증 나 
a39669 ,려 덥다 덥다 머리 아프다 
a39670 ,려 여름 남다 열대야 항복 
a39671 ,려 올해 폭우 피해 덥다 죽다 
a39672 ,려 밖 일 데 현기증 나다 
a39673 ,려 ㅈ 같다 ㅈ ㄴ 덥다 쓰러지다 
a39674 ,려 찌다 죽다 사람 죽다 사다 사람 사람 살다 
a39675 ,려 나 살 찌다 늘어나다 살 무섭다 
a39676 ,려 진심 덥다 살다 열사병 걸리다 
a39677 ,려 비오다 덥다 죽다 
a39678 ,려 우리 지구 화성 되다 
a39679 ,려 땀 젖다 일 먹다 사다 현실 생지옥 
a39680 ,기부 찌다 날 없다 누진세 무섭다 어쩌다 수 에어컨 
a39681 ,기부 날씨 사람 잡다 덥다 
a39682 ,기부 작년 덥다 듯 덥다 것 습하다 것 참다 
a39683 ,기부 대구 온도 상관 습도 높다 
a39684 ,기부 여름 싫다 덥다 벌레 쩔다 
a39685 ,기부 7개월 되다 아들 땀 흘리다 자다 모습 보다 미안 
a39686 ,기부 50일 아가 힘들다 
a39687 ,기부 오다 덥다 자다 생각 하다 싫다 
a39688 ,기부 내일 버티다 
a39689 ,기부 대전 조금 오다 천둥 번개 치다 끝 덥다 덥다 습 
a39690 ,기부 청명 날 없다 
a39691 ,기부 언제 
a39692 ,기부 콘 없다 
a39693 ,기부 중부 후덥지근하다 
a39694 ,기부 겨울 최고 여름 
a39695 ,기부 
a39696 ,기부 청계천 한강 시원하다 줄 모르다 덥다 저렇다 나 모르다 
a39697 ,기부 덥다 
a39698 ,기부 집 에어컨 없다 
a39699 ,기부 비온뒤 더위 꺾이다 
a39700 ,중립 에어컨 달째 하루 15시간 동안 풀가동 중 
a39701 ,중립 주전 뉴욕 갔다오다 뉴욕 덥다 듯 
a39702 ,중립 운동 하다 빠지다 덥다 땀 흘리다 뿐 
a39703 ,중립 덥다 거 온난 때문 
a39704 ,중립 우리 나라 적도 되다 
a39705 ,중립 올해 덥다 
a39706 ,중립 나 94년 여름 
a39707 ,중립 올해 덥다 듯 
a39708 ,중립 필리핀 덥다 듯 
a39709 ,중립 영등포 찌다 
a39710 ,중립 지구 온난화 땜 덥 넉 
a39711 ,중립 덥다 길 사람 줄다 
a39712 ,중립 일본 날씨 비슷하다 37도 넘어가다 
a39713 ,중립 덥다 내일 덥다 
a39714 ,중립 덥다 집 밖 나가다 모르다 
a39715 ,중립 낮 덥다 
a39716 ,중립 언제 덥다 것 
a39717 ,중립 여름 덥다 거 이것 사람 때문 지구 온난화 땜 그러다 
a39718 ,중립 집 애 보다 밖 나가다 모르다 덥다 
a39719 ,중립 7월 말 폭염 직격 맞다 날 밤 열대야 잠 자다 
a39720 ,중립 집안 에어컨 틀다 
a39721 ,중립 집 에어컨 사다 뭐 장식 전기세 감당 되다 사다 
a39722 ,중립 집 시원하다 거 
a39723 ,중립 저기 잇다 덥다 터 
a39724 ,중립 더위 피하다 사람 많다 덥다 것 같다 
a39725 ,중립 울다 집 꼬마 선풍기 없다 방 하루 종일 있다 멀쩡하다 
a39726 ,황홀 오늘 아침 빨래 널다 5분 만 얼음과자 되다 
a39727 ,황홀 현직 교도소 재소자 맛있다 사식 먹다 귤 까먹다 따뜻하다 방 눕다 
a39728 ,황홀 추어탕 
a39729 ,황홀 춥다 겨울 그러다 겨울옷 살다 거 뽑다 
a39730 ,황홀 한강 물 얼다 위 전차 지나다니다 춥다 하다 것 
a39731 ,황홀 벽난로 앞 잇다 좋다 황홀하다 
a39732 ,황홀 
a39733 ,황홀 웃기다 것 춥다 딩 살색 스타킹 
a39734 ,황홀 엘사 한국 따뜻하다 곳 사다 거 
a39735 ,황홀 주다 패딩 산거 빛 보다 
a39736 ,황홀 영하 9도 반갑다 것 첨 허허 
a39737 ,황홀 춥다 날 집 시체놀이 
a39738 ,황홀 백수 1승 
a39739 ,황홀 안녕 바람 
a39740 ,황홀 동장군 동황 제급 ㅅ ㅂ 
a39741 ,황홀 손 발 겨울바람 때문 우흥 
a39742 ,기대 집 시력 상실 지경 몽골 같다 트이다 곳 보다 
a39743 ,기대 향후 한파 대비 펭귄 패딩 만들다 되다 
a39744 ,기대 심하다 춥다 좋다 
a39745 ,기대 저 밖 일 분 감기 조심 파이팅 
a39746 ,기대 봄 형 찾아오다 세영 
a39747 ,기대 따뜻하다 남쪽 나라 살다 필리핀 방글라데시 인도 
a39748 ,기대 얼큰하다 라면 우동 먹다 따뜻하다 것 식도 넘어가다 개꿀 
a39749 ,기대 올해 춥다 날씨 잦다 감기 조심 
a39750 ,기대 실외 근무 분 힘내다 옷 따시다 입다 감기 조심 
a39751 ,기대 크리스마스 때 마음 춥다 몸 따뜻하다 하다 
a39752 ,기대 겨울 없다 나라 살다 
a39753 ,기대 내일 하루 봄 오다 좋다 
a39754 ,기대 춥다 출근 가족 걱정 힘내다 
a39755 ,기대 포근하다 날씨 맞이하다 행복 살다 요하다 
a39756 ,기대 날 춥다 싫다 춥다 따뜻하다 나라 가다 앙 
a39757 ,쉬다 주말 따뜻하다 주말 나 놀라다 것 
a39758 ,이번 겨울 그러다 살다 
a39759 ,춥다 이러다 겨울 
a39760 ,겨울 춥다 춥다 
a39761 ,이것 보다 강추위 칼바람 뺨 따구 오다 박히다 정도 되야지 
a39762 ,나 춥다 괜찮다 논산 훈련소 전방 부대 춥다 
a39763 ,춥다 여름 낫다 
a39764 ,추위 좋다 공기 가져다주다 고맙다 
a39765 ,겨울 이기다 나무 열매 생기다 
a39766 ,날씨 오토바이 타다 밖 근무 우체부 아저씨 하다 
a39767 ,우체부 기사 퀵 서비스 등등 바깥일 하다 분 춥다 고생 많다 몸 다치다 조심 
a39768 ,최대한 따시다 입다 것 최고 
a39769 ,오늘 택배 오다 내일 오다 이해 
a39770 ,집구석 존 바 깨다 실타 
a39771 ,영하 19도 체험 영하 9도 따뜻하다 느끼다 
a39772 ,추위 계속 적응 
a39773 ,시바 거 얼다 죽다 하다 
a39774 ,분노 수도관 동파 그거 녹이다 데 들다 짜증 나 
a39775 ,분노 출근 싫다 평일 최강 한파 
a39776 ,분노 개 같다 날씨 인생 개 같다 더리다 오르다 
a39777 ,분노 담배 피다 싫다 날씨 
a39778 ,분노 춥다 강추위 
a39779 ,분노 춥다 
a39780 ,분노 한파 날씨 미 치다 
a39781 ,분노 사무실 일 분 춥다 징징거리다 말지 
a39782 ,분노 날씨 미치다 
a39783 ,분노 시베리아 
a39784 ,분노 스키장 놀다 떨다 것 보다 나 하다 말 없다 
a39785 ,분노 낼 짜장면 배달 하다 오다 처 먹다 끓이다 처먹다 
a39786 ,분노 냉동고 들어가다 기분 화나다 
a39787 ,려 추위 강하다 내방 온도 9도 보다 놀래다 후아 
a39788 ,려 얼다 죽다 
a39789 ,려 아침 진심 바람 통수 방망이 맞다 강추위 
a39790 ,려 그러다 살아가다 하다 현실 사다 것 지옥 같다 
a39791 ,려 우리 부서 사람 감기 걸리다 거리다 난리 춥다 춥다 
a39792 ,려 이번 주 추위 새발 피 다음 주 춥다 ㄷ ㄷ 
a39793 ,려 지인 짜다 춥다 무섭다 
a39794 ,려 춥다 
a39795 ,려 튜 워 튜 워 
a39796 ,려 지구 온난 거짓말 듯 춥다 것 빙 오다 
a39797 ,려 돈 없다 자 지옥 같다 계절 
a39798 ,려 바람 불다 춥다 느끼다 ㄷ ㄷ 
a39799 ,려 요즘 진심 출근길 통근 버스 기다리다 때 얼굴 아프다 
a39800 ,려 춥다 거 
a39801 ,려 오토바이 퀵 하다 사람 죽음 
a39802 ,기부 짱 춥다 
a39803 ,기부 뜨겁다 물 나오다 
a39804 ,기부 세탁기 
a39805 ,기부 춥다 때 춥다 방콕 나 풀리다 미세먼지 때문 방콕 
a39806 ,기부 이러다 돈 많다 사람 떠나다 
a39807 ,기부 돈 없다 춥다 
a39808 ,기부 춥다 때 만사 가다귀 출근 연 육아 밥 것 
a39809 ,기부 이번 겨울 집 나가다 심각하다 고민 중 
a39810 ,기부 겨울 싫다 그것 강추위 날씨 
a39811 ,기부 겨울 끝나다 좋다 작년 완전 봄 따뜻하다 
a39812 ,기부 아침 저녁 힘들다 
a39813 ,기부 춥다 것 시르 
a39814 ,기부 춥다 나 여자 친구 없다 
a39815 ,기부 감기 춥다 되다 디 
a39816 ,기부 방 온도 5도 입김 나오다 돈 없다 데 어쩌다 
a39817 ,기부 일 때문 오토바이 타다 목도리 사이 칼바람 얼굴 
a39818 ,기부 입 얼다 발 옆구리 시렵다 
a39819 ,기부 경고 데 돌아다니다 개 몸살 걸리다 
a39820 ,기부 온난 걱정 때 그립다 
a39821 ,기부 폐 얼어붙다 기분 날씨 멋 부리다 얇다 옷 입다 남자 애 불쌍하다 보이다 
a39822 ,기부 택배 기사 하다 사람 출근 하다 것 배송 늦다 죄송하다 
a39823 ,기부 기분 좋다 날씨 춥다 슬프다 
a39824 ,기부 옛날 장작불 때 시절 아랫목 그립다 
a39825 ,기부 춥다 것 춥다 거 눈 오다 뒤 길 얼다 넘어지다 
a39826 ,기부 지구 온난 의하다 파라 마음 춥다 짐 
a39827 ,기부 23살 몸 아프다 친구 없다 나 추위 힘들다 
a39828 ,기부 
a39829 ,기부 바람 불다 사다 것 
a39830 ,기부 날씨 마음 춥다 거 같다 
a39831 ,기부 이불속 들어오다 이불 나 덕 보다 그러다 
a39832 ,기부 하수 얼다 수도 얼다 동장군 무정하다 
a39833 ,기부 춥다 나 옆구리 시리다 옆구리 따듯하다 
a39834 ,기부 요즘 울다 나라 북극 듯 
a39835 ,기부 시베리아 춥다 코리아 
a39836 ,기부 춥다 건조 날 화재 예방 하다 
a39837 ,중립 하다 일 없다 집 밖 나가다 
a39838 ,중립 바람 피부 오다 닿다 때 칼 느끼다 강추위 표현 
a39839 ,중립 밖 춥다 분리수거 가다 내 가다 고민 
a39840 ,중립 춥다 출근 낭 
a39841 ,중립 음주 비용 쓰다 대신 난방 비로 집 하다 좋다 26도 유지 
a39842 ,중립 경북 산악 지역 개 춥다 화장실 싸다 발 시리다 
a39843 ,중립 밖 일 사람 춥다 이번 겨울 처음 오전 하다 조퇴 
a39844 ,중립 서울 겨울 북극권 무방하다 
a39845 ,중립 겨울 우울증 걸리다 운동 하다 변비 많다 
a39846 ,중립 춥다 발열 조끼 싸다 
a39847 ,중립 코 롱 티 카 필요 
a39848 ,중립 내복 입다 
a39849 ,중립 겨울 한파 몰아치다 이것 지구 온난 현상 때문 북극 있다 빙하 녹다 제트기 흐름 약화 거 
a39850 ,황홀 낼 땀 축제 
a39851 ,황홀 아사히 맥주 맛있다 
a39852 ,황홀 어떻다 더위 싸우다 
a39853 ,황홀 무더위 싸움 준비 
a39854 ,황홀 불판 
a39855 ,황홀 찜통 속 만두 되다 느낌 
a39856 ,황홀 태양 피하다 애 쓰다 애 쓰다 너 내안 있다 
a39857 ,황홀 현관문 열다 사우나 문 열다 것 같다 나가다 
a39858 ,황홀 몸 소스 뿌리다 양념 
a39859 ,황홀 옷 사고 나오다 나 폐 후 웁다 치다 들어오다 뜨겁다 공기 동남아 공항 외곽 게이트 나오다 때 느낌 들다 
a39860 ,황홀 우리 화성 사다 수준 
a39861 ,황홀 삶다 대구 놀다 오다 
a39862 ,황홀 36도 되다 체온 맞다 따땃하다 
a39863 ,황홀 만두 찌다 찌다 
a39864 ,황홀 노릿노릿하다 살타 내음 느끼다 
a39865 ,황홀 대가리 벗겨지다 덥다 말 느끼다 
a39866 ,황홀 살 익기 직전 
a39867 ,황홀 한증막 줄 
a39868 ,황홀 
a39869 ,황홀 덥다 시원하다 계곡 미 역주 복주 먹다 
a39870 ,황홀 저 쌀 때 땀 샤워 분 있다 
a39871 ,황홀 서프 리카 
a39872 ,기대 이불 덥다 하다 자다 
a39873 ,기대 물값 샤워 
a39874 ,기대 다 화이팅 
a39875 ,기대 이러다 삼성 무풍 콘 개발 애끼다 틀다 살다 상쾌하다 욥 
a39876 ,기대 사다 한국 오다 얼리다 세다 
a39877 ,기대 하다 하기스 아기 팬티 
a39878 ,기대 뜨겁다 태양 아래 비키니 누나 보다 
a39879 ,기대 여러분 이번 7월 참다 가을 오다 것 파이 
a39880 ,낮 덥다 밤 정도 행복 거 같다 
a39881 ,무풍 에어컨 부럽다 
a39882 ,덥다 습도 낮다 그러다 견디다 만 
a39883 ,겨울 낫다 
a39884 ,참 그렇다 
a39885 ,비 오다 습 좋다 
a39886 ,바닷가 쥬변 잇다 도시 가다 
a39887 ,간만 여름 좋다 타다 비 내리다 옷 마르다 뜨겁다 덥다 
a39888 ,사무실 일 사람 시원하다 아유 
a39889 ,엄살 찬물 끼얹다 선풍기 쐬다 알레스카 없다 
a39890 ,분노 덥다 나라 없다 살다 
a39891 ,분노 덥다 밤잠 설치다 낮 피곤 
a39892 ,분노 이것 사람 사다 날씨 
a39893 ,분노 여름 이거 
a39894 ,분노 이러다 뒤 40도 넘다 아프리카 
a39895 ,분노 조 홀라 뜨겁다 
a39896 ,분노 건조 사막 서다 것 낫다 
a39897 ,분노 사장 놈 에어컨 틀다 
